Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Units,First Day of First Meter Entry,Last Day of Last Meter Entry
Fire Station 242,34999345,190084288,AUTO_Fire Station 242-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 244,34999347,190084297,AUTO_Fire Station 244-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 244,34999347,190084298,AUTO_Fire Station 244-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 245,34999348,190084302,AUTO_Fire Station 245-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 245,34999348,190084303,AUTO_Fire Station 245-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 311,34999349,190084310,AUTO_Fire Station 311-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 311,34999349,190084311,AUTO_Fire Station 311-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Chris Tonks Arena,34999427,190084312,AUTO_Chris Tonks Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-04-01 00:00:00
Chris Tonks Arena,34999427,190084313,AUTO_Chris Tonks Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-04-01 00:00:00
Fire Station 312,34999350,190084315,AUTO_Fire Station 312-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 312,34999350,190084316,AUTO_Fire Station 312-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 313,34999351,190084322,AUTO_Fire Station 313-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 313,34999351,190084323,AUTO_Fire Station 313-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 314,34999352,190084326,AUTO_Fire Station 314-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Fire Station 314,34999352,190084327,AUTO_Fire Station 314-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Christie Subway Stn,35000659,190084328,AUTO_Christie Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Fire Station 315,34999353,190084329,AUTO_Fire Station 315-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 315,34999353,190084331,AUTO_Fire Station 315-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 321,34999354,190084339,AUTO_Fire Station 321-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 321,34999354,190084340,AUTO_Fire Station 321-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 322,34999355,190084351,AUTO_Fire Station 322-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 322,34999355,190084352,AUTO_Fire Station 322-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
City Hall,34999109,190084355,AUTO_City Hall-Chilled Water,District Chilled Water - Other,ton hours,2010-01-01 00:00:00,2024-09-01 00:00:00
City Hall,34999109,190084356,AUTO_City Hall-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-09-01 00:00:00
City Hall,34999109,190084357,AUTO_City Hall-Natural Gas,Natural Gas,cm (cubic meters),2021-03-17 00:00:00,2024-09-01 00:00:00
City Hall,34999109,190084358,AUTO_City Hall-Steam,District Steam,kLbs. (thousand pounds),2010-01-01 00:00:00,2024-09-01 00:00:00
Fire Station 323,34999356,190084363,AUTO_Fire Station 323-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Fire Station 323,34999356,190084364,AUTO_Fire Station 323-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Fire Station 325,34999358,190084375,AUTO_Fire Station 325-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 325,34999358,190084377,AUTO_Fire Station 325-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Clarence Square Park,34999657,190084388,AUTO_Clarence Square Park-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Fire Station 332,34999360,190084390,AUTO_Fire Station 332-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 332,34999360,190084391,AUTO_Fire Station 332-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 333,34999361,190084399,AUTO_Fire Station 333-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 333,34999361,190084400,AUTO_Fire Station 333-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 334/TPS Station #36,34999362,190084403,AUTO_Fire Station 334/TPS Station #36-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 334/TPS Station #36,34999362,190084404,AUTO_Fire Station 334/TPS Station #36-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Cloud Gardens,34999395,190084410,AUTO_Cloud Gardens-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Cloud Gardens,34999395,190084411,AUTO_Cloud Gardens-Steam,District Steam,kLbs. (thousand pounds),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 335/TPS Station #59,34999363,190084413,AUTO_Fire Station 335/TPS Station #59-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 335/TPS Station #59,34999363,190084414,AUTO_Fire Station 335/TPS Station #59-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Clover Hill Park,34999659,190084416,AUTO_Clover Hill Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2019-11-19 00:00:00,2024-10-01 00:00:00
Fire Station 344,34999367,190084452,AUTO_Fire Station 344-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 344,34999367,190084453,AUTO_Fire Station 344-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 345,34999368,190084460,AUTO_Fire Station 345-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 345,34999368,190084461,AUTO_Fire Station 345-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 412,34999370,190084475,AUTO_Fire Station 412-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 412,34999370,190084476,AUTO_Fire Station 412-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 415,34999372,190084490,AUTO_Fire Station 415-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 415,34999372,190084491,AUTO_Fire Station 415-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Clydesdale Park,34999661,190084494,AUTO_Clydesdale Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
College Shaw Library,35000309,190084646,AUTO_College Shaw Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
College Shaw Library,35000309,190084647,AUTO_College Shaw Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Corktown Common,34999668,190084745,AUTO_Corktown Common-Electric,Electric - Grid,kWh (thousand Watt-hours),2015-07-25 00:00:00,2024-10-31 00:00:00
Coronation Park - Etobicoke,34999669,190084763,AUTO_Coronation Park - Etobicoke-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-01-31 00:00:00,2024-01-01 00:00:00
Coronation Park - Etobicoke,34999669,190084764,AUTO_Coronation Park - Etobicoke-Natural Gas,Natural Gas,cm (cubic meters),2017-09-20 00:00:00,2024-01-01 00:00:00
Coronation Park - Toronto,34999670,190084928,AUTO_Coronation Park - Toronto-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Cudmore Creek Park,34999677,190084968,AUTO_Cudmore Creek Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-04-15 00:00:00,2024-11-01 00:00:00
Cummer Park Community Centre,34999404,190084996,AUTO_Cummer Park Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Cummer Park Community Centre,34999404,190084998,AUTO_Cummer Park Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Curzon Parkette,34999679,190085000,AUTO_Curzon Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-03-15 00:00:00,2024-10-01 00:00:00
Davenport Village Park,34999682,190085027,AUTO_Davenport Village Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-08-01 00:00:00,2024-10-01 00:00:00
De Grassi St Park,34999685,190085046,AUTO_De Grassi St Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Dell Park,34999686,190085450,AUTO_Dell Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-03-26 00:00:00,2024-11-01 00:00:00
Dentonia Park,34999687,190085452,AUTO_Dentonia Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Downsview Memorial Parkette,34999702,190085503,AUTO_Downsview Memorial Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Don Mills Substation,35000668,190085652,AUTO_Don Mills Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Duncan Creek Park,34999705,190085668,AUTO_Duncan Creek Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Dundas Watkinson Parkette,34999708,190085671,AUTO_Dundas Watkinson Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Dunlop Parkette,34999710,190085678,AUTO_Dunlop Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Disco Road Transfer Station,35000593,190085748,AUTO_Disco Road Transfer Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Disco Road Transfer Station,35000593,190085750,AUTO_Disco Road Transfer Station-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Dufferin Transfer Station,35000594,190085754,AUTO_Dufferin Transfer Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Dufferin Transfer Station,35000594,190085755,AUTO_Dufferin Transfer Station-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Birkdale Residence,35000445,190104704,AUTO_Birkdale Residence-Natural Gas,Natural Gas,cm (cubic meters),2017-12-01 00:00:00,2024-10-01 00:00:00
Birkdale Residence,35000445,190104705,AUTO_Birkdale Residence-Electric,Electric - Grid,kWh (thousand Watt-hours),2017-11-30 00:00:00,2024-10-01 00:00:00
Blantyre Park,34999624,190104709,AUTO_Blantyre Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Blantyre Park,34999624,190104711,AUTO_Blantyre Park-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Bloor Gladstone Library,35000302,190104713,AUTO_Bloor Gladstone Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Bloor Gladstone Library,35000302,190104714,AUTO_Bloor Gladstone Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Bloordale Park,34999625,190104717,AUTO_Bloordale Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Bluehaven Park,34999626,190104719,AUTO_Bluehaven Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2013-12-16 00:00:00,2024-11-01 00:00:00
Bluffer's Park,34999627,190104720,AUTO_Bluffer's Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Bond Park,34999628,190104723,AUTO_Bond Park-Natural Gas,Natural Gas,cm (cubic meters),2014-12-01 00:00:00,2023-10-26 00:00:00
Bond Park,34999628,190104724,AUTO_Bond Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Brickyard Pumping Station,35000386,190104734,AUTO_Brickyard Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Bridlewood Library,35000304,190104738,AUTO_Bridlewood Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2021-08-01 00:00:00,2024-10-31 00:00:00
Bridlewood Park,34999631,190104740,AUTO_Bridlewood Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Brimley Parks Yard,35000486,190104742,AUTO_Brimley Parks Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Brimley Parks Yard,35000486,190104743,AUTO_Brimley Parks Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Broadview Substation,35000652,190104747,AUTO_Broadview Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
14 Dewhurst Blvd,34999549,190104752,AUTO_14 Dewhurst Blvd-Electric,Electric - Grid,kWh (thousand Watt-hours),2021-06-08 00:00:00,2024-11-01 00:00:00
1440 Lake Shore Blvd W,35000382,190104756,AUTO_1440 Lake Shore Blvd W-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-10-01 00:00:00,2024-10-31 00:00:00
15 Price St,35000623,190104758,AUTO_15 Price St-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
150 Disco Rd,35000462,190104759,AUTO_150 Disco Rd-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-08-01 00:00:00,2024-11-01 00:00:00
1577 Danforth Ave Unit Ttcpkg,35000624,190104765,AUTO_1577 Danforth Ave Unit Ttcpkg-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
1585 Lake Shore Blvd W,35000557,190104766,AUTO_1585 Lake Shore Blvd W-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
1635 Danforth Ave,35000625,190104772,AUTO_1635 Danforth Ave-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
17 Mill St [George S Pratt House],34999496,190104777,AUTO_17 Mill St [George S Pratt House]-Electric,Electric - Grid,kWh (thousand Watt-hours),2015-07-08 00:00:00,2024-08-01 00:00:00
17 Mill St [George S Pratt House],34999496,190104778,AUTO_17 Mill St [George S Pratt House]-Natural Gas,Natural Gas,cm (cubic meters),2016-09-27 00:00:00,2024-08-01 00:00:00
1739 Bayview,35000790,190104779,AUTO_1739 Bayview-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
1761 Sheppard Ave E,34999497,190104783,AUTO_1761 Sheppard Ave E-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-07-09 00:00:00,2024-11-01 00:00:00
1845 Kingston Rd,34999498,190104788,AUTO_1845 Kingston Rd-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-09-01 00:00:00,2024-11-01 00:00:00
1873 Bloor Street W,35000626,190104789,AUTO_1873 Bloor Street W-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
2002 Lake Shore Blvd W,35000561,190104816,AUTO_2002 Lake Shore Blvd W-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
2120 Lake Shore Blvd W,35000563,190104825,AUTO_2120 Lake Shore Blvd W-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
2141 Kipling Ave - Ward 1 Office,34999093,190104826,AUTO_2141 Kipling Ave - Ward 1 Office-Electric,Electric - Grid,kWh (thousand Watt-hours),2019-10-01 00:00:00,2024-11-01 00:00:00
2200 Yonge St,35000465,190104830,AUTO_2200 Yonge St-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
23 Peele Ave,35000564,190104840,AUTO_23 Peele Ave-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-08-01 00:00:00,2024-10-31 00:00:00
233 Carlton St (Drop-in Centre),35000434,190104841,AUTO_233 Carlton St (Drop-in Centre)-Natural Gas,Natural Gas,cm (cubic meters),2019-09-25 00:00:00,2024-06-01 00:00:00
233 Carlton St (Drop-in Centre),35000434,190104842,AUTO_233 Carlton St (Drop-in Centre)-Electric,Electric - Grid,kWh (thousand Watt-hours),2019-08-31 00:00:00,2024-06-01 00:00:00
24 Alness St,35000628,190104852,AUTO_24 Alness St-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-07-04 00:00:00,2024-11-01 00:00:00
254 Ranee Ave,35000565,190104858,AUTO_254 Ranee Ave-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Fire Station 135,34999319,190104908,AUTO_Fire Station 135-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-06-01 00:00:00,2024-10-31 00:00:00
Fire Station 135,34999319,190104909,AUTO_Fire Station 135-Natural Gas,Natural Gas,cm (cubic meters),2016-01-12 00:00:00,2024-11-01 00:00:00
Courthouse Square,34999674,190109550,AUTO_Courthouse Square-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Donlands Subway Stn,35000669,190109553,AUTO_Donlands Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-09-30 00:00:00
Dupont Subway Stn,35000676,190109576,AUTO_Dupont Subway Stn-Natural Gas,Natural Gas,cm (cubic meters),2020-11-27 00:00:00,2024-10-01 00:00:00
Dupont Subway Stn,35000676,190109577,AUTO_Dupont Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Craigleigh Gardens,34999675,190109582,AUTO_Craigleigh Gardens-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Davisville Garage & Shop,35000664,190109724,AUTO_Davisville Garage & Shop-Natural Gas,Natural Gas,cm (cubic meters),2011-05-02 00:00:00,2024-10-01 00:00:00
Davisville Garage & Shop,35000664,190109725,AUTO_Davisville Garage & Shop-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Dennis R. Timbrell Resource Centre,34999452,190109739,AUTO_Dennis R. Timbrell Resource Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Dennis R. Timbrell Resource Centre,34999452,190109740,AUTO_Dennis R. Timbrell Resource Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Disco Yd Bldg B- South Garage,35000493,190109749,AUTO_Disco Yd Bldg B- South Garage-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Disco Yd Bldg B- South Garage,35000493,190109750,AUTO_Disco Yd Bldg B- South Garage-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Disco Yd Bldg C- Vehicle Maint,35000494,190109753,AUTO_Disco Yd Bldg C- Vehicle Maint-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Disco Yd Bldg C- Vehicle Maint,35000494,190109754,AUTO_Disco Yd Bldg C- Vehicle Maint-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Disco Yd Bldg D- North Garage,35000495,190109756,AUTO_Disco Yd Bldg D- North Garage-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-05-01 00:00:00
Disco Yd Bldg D- North Garage,35000495,190109758,AUTO_Disco Yd Bldg D- North Garage-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-05-01 00:00:00
Don MilIs Citivan Arena,34999429,190109761,AUTO_Don MilIs Citivan Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Don MilIs Citivan Arena,34999429,190109762,AUTO_Don MilIs Citivan Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
